Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#1163,egnition_sample_8799@egnition.com,refunded,,unfulfilled,,no,USD,42.00,0.00,0.00,42.00,"",0.00,"",2026-05-06 07:59:38 -0400,1,Thomas and Friends Megabloks Sodar Adventures,42.00,,TOY54,false,true,pending,Hertha Rau,"P.O. Box 891, 8180 Ipsum Av.","P.O. Box 891, 8180 Ipsum Av.",,,Cottbus,Y977FP,,DO,+18096859064,Anahi Von,"P.O. Box 726, 7322 Tellus Avenue","P.O. Box 726, 7322 Tellus Avenue",,,Houston,'923619,,CD,+39471628609,,"",,"","",0.00,MEGA BLOCKS,42.00,,,,6682757988580,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1162,egnition_sample_0113@egnition.com,paid,,unfulfilled,,no,USD,475.00,0.00,0.00,475.00,"",0.00,"",2026-05-06 07:59:35 -0400,1,Lego 2016 Sergeant Jyn Erso,43.00,,TOY09,false,true,pending,Mikel Koepp,Ap #348-6667 Malesuada Av.,Ap #348-6667 Malesuada Av.,,,Canberra,41-765,,MK,+38923293861,Rosie Runolfsdottir,3508 Pharetra. Av.,3508 Pharetra. Av.,,,Nantes,'42621,,PY,+59546815309,,"",,"","",0.00,LEGO,475.00,,,,6682757923044,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1162,egnition_sample_0113@egnition.com,,,,,,,,,,,,,,2026-05-06 07:59:35 -0400,1,Lego 2016 Sergeant Jyn Erso,43.00,"",TOY09,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,LEGO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1162,egnition_sample_0113@egnition.com,,,,,,,,,,,,,,2026-05-06 07:59:35 -0400,1,Nintendo New 3DS XL,389.00,"",TOY28,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NINTENDO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1161,egnition_sample_7426@egnition.com,pending,,unfulfilled,,no,USD,122.98,0.00,0.00,122.98,"",0.00,"",2026-05-06 07:59:32 -0400,1,Fisher-Price Mega Bloks Elephant Parade,56.99,,TOY58,false,true,pending,Cortney Ritchie,Ap #263-591 Aliquet Av.,Ap #263-591 Aliquet Av.,,,MC,S4X5E5,,DM,+34770669054,Trystan Volkman,Ap #212-7721 Phasellus Avenue,Ap #212-7721 Phasellus Avenue,,,Telde,P8E 7Z8,PH-00,PH,+67466997539,,"",,"","",0.00,MEGA BLOCKS,122.98,,,,6682757857508,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,Metro Manila,,,,
#1161,egnition_sample_7426@egnition.com,,,,,,,,,,,,,,2026-05-06 07:59:32 -0400,1,Fisher-Price Mega Bloks Elephant Parade,56.99,"",TOY58,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MEGA BLOCKS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1161,egnition_sample_7426@egnition.com,,,,,,,,,,,,,,2026-05-06 07:59:32 -0400,1,Nerf Microshots N-Strike Elite Strongarm,9.00,"",TOY37,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NERF,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1160,egnition_sample_7284@egnition.com,pending,,unfulfilled,,no,USD,75.00,0.00,0.00,75.00,"",0.00,"",2026-05-06 07:58:14 -0400,1,LEGO Mobile Command Center,75.00,,TOY04,false,true,pending,Madelynn Hauck,Ap #797-9093 Lorem Rd.,Ap #797-9093 Lorem Rd.,,,Gladstone,'99925,,EE,+3724405368,Keith Abernathy,"P.O. Box 273, 6896 Tempus Rd.","P.O. Box 273, 6896 Tempus Rd.",,,Nantes,'914654,,MD,+37322221725,,"",,"","",0.00,LEGO,75.00,,,,6682756612324,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1159,egnition_sample_4290@egnition.com,refunded,,unfulfilled,,no,USD,325.00,0.00,0.00,325.00,"",0.00,"",2026-05-06 07:58:11 -0400,1,Nintendo Dsi Matte Red,300.00,,TOY27,false,true,pending,Rosie Runolfsdottir,3508 Pharetra. Av.,3508 Pharetra. Av.,,,Nantes,'42621,,PY,+59546815309,Cortney Ritchie,Ap #263-591 Aliquet Av.,Ap #263-591 Aliquet Av.,,,MC,S4X5E5,,DM,+34770669054,,"",,"","",0.00,NINTENDO,325.00,,,,6682756546788,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1159,egnition_sample_4290@egnition.com,,,,,,,,,,,,,,2026-05-06 07:58:11 -0400,1,Hasbro Fantastic Gymnastics,25.00,"",TOY14,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,HASBRO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1158,egnition_sample_7358@egnition.com,refunded,,unfulfilled,,no,USD,103.00,0.00,0.00,103.00,"",0.00,"",2026-05-06 07:58:08 -0400,1,Gamesir F1 Joystick,78.00,,TOY29,false,true,pending,Madelynn Hauck,Ap #797-9093 Lorem Rd.,Ap #797-9093 Lorem Rd.,,,Gladstone,'99925,,EE,+3724405368,Lafayette Rowe,"P.O. Box 214, 9833 Venenatis Av.","P.O. Box 214, 9833 Venenatis Av.",,,Cherbourg-Octeville,'274366,,IQ,+9647501129126,,"",,"","",0.00,NINTENDO,103.00,,,,6682756481252,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1158,egnition_sample_7358@egnition.com,,,,,,,,,,,,,,2026-05-06 07:58:08 -0400,1,Hasbro Fantastic Gymnastics,25.00,"",TOY14,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,HASBRO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1157,egnition_sample_1818@egnition.com,refunded,,unfulfilled,,no,USD,38.00,0.00,0.00,38.00,"",0.00,"",2026-05-06 07:58:06 -0400,1,Hasbro Fur Real Snifflin'Sawyer,38.00,,TOY12,false,true,pending,Brendon Schneider,827 Magna. Rd.,827 Magna. Rd.,,,Toledo,'43563,,BS,+12423336531,Jose Treutel,"P.O. Box 269, 705 Duis Av.","P.O. Box 269, 705 Duis Av.",,,Zaragoza,'6624,,TZ,+255688054267,,"",,"","",0.00,HASBRO,38.00,,,,6682756382948,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1156,egnition_sample_2484@egnition.com,pending,,unfulfilled,,no,USD,51.98,0.00,0.00,51.98,"",0.00,"",2026-05-06 07:58:03 -0400,1,Hasbro All New Boggle Game,22.00,,TOY19,false,true,pending,Gillian Wilderman,"P.O. Box 233, 8726 Orci. Road","P.O. Box 233, 8726 Orci. Road",,,Berlin,'2879,,MZ,+25821128674,Lafayette Rowe,"P.O. Box 214, 9833 Venenatis Av.","P.O. Box 214, 9833 Venenatis Av.",,,Cherbourg-Octeville,'274366,,IQ,+9647501129126,,"",,"","",0.00,HASBRO,51.98,,,,6682756317412,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1156,egnition_sample_2484@egnition.com,,,,,,,,,,,,,,2026-05-06 07:58:03 -0400,1,Fisher Price Shimmer and Shine Genie Gem Microphone,24.99,"",TOY62,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,FISHER PRICE,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1156,egnition_sample_2484@egnition.com,,,,,,,,,,,,,,2026-05-06 07:58:03 -0400,1,Dinotrux Dozer Die-Cast Character,4.99,"",TOY43,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MATTEL,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1155,egnition_sample_4088@egnition.com,paid,,unfulfilled,,no,USD,92.99,0.00,0.00,92.99,"",0.00,"",2026-05-06 07:56:44 -0400,1,Hasbro Pie Face Showdown,36.00,,TOY18,false,true,pending,Erica Pouros,Ap #147-5705 Nonummy Street,Ap #147-5705 Nonummy Street,,,Maubeuge,'7759,,ER,+2911127103,Juliana Bogisich,"P.O. Box 427, 3202 Sed Avenue","P.O. Box 427, 3202 Sed Avenue",,,Aurora,'49523,IL,US,+9647501589651,,"",,"","",0.00,HASBRO,92.99,,,,6682755399908,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,Illinois,,,,
#1155,egnition_sample_4088@egnition.com,,,,,,,,,,,,,,2026-05-06 07:56:44 -0400,1,Fisher-Price Mega Bloks Elephant Parade,56.99,"",TOY58,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MEGA BLOCKS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1154,egnition_sample_2630@egnition.com,paid,,unfulfilled,,no,USD,221.99,0.00,0.00,221.99,"",0.00,"",2026-05-06 07:56:41 -0400,1,LEGO Duplo Fun Family Fair,86.00,,TOY05,false,true,pending,Lenna Bernhard,"666-9498 Vulputate, Rd.","666-9498 Vulputate, Rd.",,,Colchester,'171318,,TG,+22890852987,Alexandrine Veum,"P.O. Box 299, 6625 Porttitor Av.","P.O. Box 299, 6625 Porttitor Av.",,,Kalgoorlie-Boulder,'521496,,ZW,+2631353109,,"",,"","",0.00,LEGO,221.99,,,,6682755334372,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1154,egnition_sample_2630@egnition.com,,,,,,,,,,,,,,2026-05-06 07:56:41 -0400,1,Nintendo SNES Classic Mini,131.00,"",TOY23,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NINTENDO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1154,egnition_sample_2630@egnition.com,,,,,,,,,,,,,,2026-05-06 07:56:41 -0400,1,Dinotrux Shadow Ty Rux Character,4.99,"",TOY49,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MATTEL,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1153,egnition_sample_9805@egnition.com,paid,,unfulfilled,,no,USD,143.00,0.00,0.00,143.00,"",0.00,"",2026-05-06 07:56:39 -0400,1,Nerf Modulus ECS-10 Blaster Toy,57.00,,TOY36,false,true,pending,Eusebio Heaney,5653 Luctus Road,5653 Luctus Road,,,Baton Rouge,'10614,,NO,+4723219142,Luella Mohr,Ap #348-5212 Malesuada Road,Ap #348-5212 Malesuada Road,,,Saarbrucken,'45015,,MC,+842583526458,,"",,"","",0.00,NERF,143.00,,,,6682755268836,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1153,egnition_sample_9805@egnition.com,,,,,,,,,,,,,,2026-05-06 07:56:39 -0400,1,Lego 2016 Sergeant Jyn Erso,43.00,"",TOY09,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,LEGO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1153,egnition_sample_9805@egnition.com,,,,,,,,,,,,,,2026-05-06 07:56:39 -0400,1,Lego Captain Phasma,43.00,"",TOY10,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,LEGO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1152,egnition_sample_3331@egnition.com,refunded,,unfulfilled,,no,USD,22.00,0.00,0.00,22.00,"",0.00,"",2026-05-06 07:56:36 -0400,1,NERF Modulus StockShot Blaster,22.00,,TOY33,false,true,pending,Lenna Bernhard,"666-9498 Vulputate, Rd.","666-9498 Vulputate, Rd.",,,Colchester,'171318,,TG,+22890852987,Jayce Dickinson,426-7891 Vel Avenue,426-7891 Vel Avenue,,,Frankfurt,66-855,,BG,+35948553782,,"",,"","",0.00,NERF,22.00,,,,6682755236068,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1151,egnition_sample_7144@egnition.com,pending,,unfulfilled,,no,USD,96.99,0.00,0.00,96.99,"",0.00,"",2026-05-06 07:56:33 -0400,1,Hasbro Fantastic Gymnastics,25.00,,TOY14,false,true,pending,Dixie Schmeler,417-3619 Pellentesque. Av.,417-3619 Pellentesque. Av.,,,Badalona,'23863,,LB,+9611427183,Imogene Wiegand,346-7327 Massa St.,346-7327 Massa St.,,,Berlin,77805979 ,,GB,+441212125369,,"",,"","",0.00,HASBRO,96.99,,,,6682755170532,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1151,egnition_sample_7144@egnition.com,,,,,,,,,,,,,,2026-05-06 07:56:33 -0400,1,Nerf N Strike Elite Jolt Blaster,12.00,"",TOY32,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NERF,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1151,egnition_sample_7144@egnition.com,,,,,,,,,,,,,,2026-05-06 07:56:33 -0400,1,Dinotrux Diecast Dragonflopter Vehicle,59.99,"",TOY41,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MATTEL,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1150,egnition_sample_4453@egnition.com,refunded,,unfulfilled,,no,USD,99.00,0.00,0.00,99.00,"",0.00,"",2026-05-06 07:55:15 -0400,1,LEGO Bumblebee Helicopter,25.00,,TOY08,false,true,pending,Luella Mohr,Ap #348-5212 Malesuada Road,Ap #348-5212 Malesuada Road,,,Saarbrucken,'45015,,MC,+842583526458,Rex Kertzmann,640-1995 Ut Rd.,640-1995 Ut Rd.,,,Salem,'529515,,CD,+243825126830,,"",,"","",0.00,LEGO,99.00,,,,6682753761508,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1150,egnition_sample_4453@egnition.com,,,,,,,,,,,,,,2026-05-06 07:55:15 -0400,1,Hasbro Gaming Pie Face Sky High,38.00,"",TOY15,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,HASBRO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1150,egnition_sample_4453@egnition.com,,,,,,,,,,,,,,2026-05-06 07:55:15 -0400,1,LEGO Juniors,36.00,"",TOY07,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,LEGO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1149,egnition_sample_2376@egnition.com,refunded,,unfulfilled,,no,USD,21.98,0.00,0.00,21.98,"",0.00,"",2026-05-06 07:55:12 -0400,1,MegaBlocks Halo Brute Chopper Raid,16.99,,TOY59,false,true,pending,Jesus Muller,"P.O. Box 955, 9257 Enim, Road","P.O. Box 955, 9257 Enim, Road",,,Bayswater,'709495,,SI,+38612435491,Thaddeus Sipes,Ap #336-7706 Vehicula Rd.,Ap #336-7706 Vehicula Rd.,,,Benalla,'54239,,KG,+996315876527,,"",,"","",0.00,MEGA BLOCKS,21.98,,,,6682753728740,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1149,egnition_sample_2376@egnition.com,,,,,,,,,,,,,,2026-05-06 07:55:12 -0400,1,Dinotrux Shadow Ty Rux Character,4.99,"",TOY49,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MATTEL,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1148,egnition_sample_9039@egnition.com,refunded,,unfulfilled,,no,USD,485.00,0.00,0.00,485.00,"",0.00,"",2026-05-06 07:55:09 -0400,1,Nerf N-Strike Elite AccuStrike Series Falconfire Blaster,17.00,,TOY40,false,true,pending,Keegan Stokes,Ap #332-1748 Enim Rd.,Ap #332-1748 Enim Rd.,,,OK City,'4378,,SN,+221339516350,Madisyn Romaguera,"P.O. Box 415, 8583 Non, St.","P.O. Box 415, 8583 Non, St.",,,Springfield,'90558,,BS,+12423254591,,"",,"","",0.00,NERF,485.00,,,,6682753695972,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1148,egnition_sample_9039@egnition.com,,,,,,,,,,,,,,2026-05-06 07:55:09 -0400,1,Nintendo Switch with Neon Blue/Neon Red Joy-Con,468.00,"",TOY22,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NINTENDO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1147,egnition_sample_4088@egnition.com,paid,,unfulfilled,,no,USD,135.99,0.00,0.00,135.99,"",0.00,"",2026-05-06 07:55:06 -0400,1,Dinotrux Skrap-It and Waldo Character 2-Pack,4.99,,TOY50,false,true,pending,Madelynn Hauck,Ap #797-9093 Lorem Rd.,Ap #797-9093 Lorem Rd.,,,Gladstone,'99925,,EE,+3724405368,Rosie Runolfsdottir,3508 Pharetra. Av.,3508 Pharetra. Av.,,,Nantes,'42621,,PY,+59546815309,,"",,"","",0.00,MATTEL,135.99,,,,6682753630436,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1147,egnition_sample_4088@egnition.com,,,,,,,,,,,,,,2026-05-06 07:55:06 -0400,1,Nintendo SNES Classic Mini,131.00,"",TOY23,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NINTENDO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1146,egnition_sample_2484@egnition.com,refunded,,unfulfilled,,no,USD,76.00,0.00,0.00,76.00,"",0.00,"",2026-05-06 07:55:03 -0400,1,Nerf Modulus Tri-Strike Blaster Toy,76.00,,TOY38,false,true,pending,Darlene Hartmann,"2253 At, Rd.","2253 At, Rd.",,,Toledo,784-4,JP-01,JP,+81312342013,Keegan Gutmann,9274 Nisi. Avenue,9274 Nisi. Avenue,,,Burnie,19773-579,AL,US,+12562079403,,"",,"","",0.00,NERF,76.00,,,,6682753597668,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,Hokkaido,Alabama,,,,
#1145,egnition_sample_8799@egnition.com,paid,,unfulfilled,,no,USD,4.99,0.00,0.00,4.99,"",0.00,"",2026-05-06 07:53:44 -0400,1,Dinotrux Rollodon Die-Cast Character,4.99,,TOY48,false,true,pending,Darlene Hartmann,"2253 At, Rd.","2253 At, Rd.",,,Toledo,784-4,JP-01,JP,+81312342013,Mikel Koepp,Ap #348-6667 Malesuada Av.,Ap #348-6667 Malesuada Av.,,,Canberra,41-765,,MK,+38923293861,,"",,"","",0.00,MATTEL,4.99,,,,6682751992036,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,Hokkaido,,,,,
#1144,egnition_sample_7133@egnition.com,pending,,unfulfilled,,no,USD,160.99,0.00,0.00,160.99,"",0.00,"",2026-05-06 07:53:42 -0400,1,Gamesir F1 Joystick,78.00,,TOY29,false,true,pending,Erica Pouros,Ap #147-5705 Nonummy Street,Ap #147-5705 Nonummy Street,,,Maubeuge,'7759,,ER,+2911127103,Eusebio Heaney,5653 Luctus Road,5653 Luctus Road,,,Baton Rouge,'10614,,NO,+4723219142,,"",,"","",0.00,NINTENDO,160.99,,,,6682751926500,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1144,egnition_sample_7133@egnition.com,,,,,,,,,,,,,,2026-05-06 07:53:42 -0400,1,Fisher-Price Mega Bloks Elephant Parade,56.99,"",TOY58,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MEGA BLOCKS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1144,egnition_sample_7133@egnition.com,,,,,,,,,,,,,,2026-05-06 07:53:42 -0400,1,Lego Marvel Super Heroes Marvel Avengers Infinity War Outrider Dropship Attack Set,26.00,"",TOY01,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,LEGO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1143,egnition_sample_7426@egnition.com,pending,,unfulfilled,,no,USD,16.99,0.00,0.00,16.99,"",0.00,"",2026-05-06 07:53:39 -0400,1,MegaBlocks Halo Brute Chopper Raid,16.99,,TOY59,false,true,pending,Jarret Nikolaus,802-4618 Sit St.,802-4618 Sit St.,,,Darwin,'86731,,YE,+9671272346,Brett Dicki,"P.O. Box 128, 1891 Fusce Road","P.O. Box 128, 1891 Fusce Road",,,Puttlingen,'596967,,BW,+2673956537,,"",,"","",0.00,MEGA BLOCKS,16.99,,,,6682751893732,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1142,egnition_sample_4279@egnition.com,paid,,unfulfilled,,no,USD,145.00,0.00,0.00,145.00,"",0.00,"",2026-05-06 07:53:36 -0400,1,Hasbro Fantastic Gymnastics,25.00,,TOY14,false,true,pending,Rosie Runolfsdottir,3508 Pharetra. Av.,3508 Pharetra. Av.,,,Nantes,'42621,,PY,+59546815309,Johnnie Von,9872 Auctor St.,9872 Auctor St.,,,Norderstedt,'31284,ASN,EG,+64355407216,,"",,"","",0.00,HASBRO,145.00,,,,6682751860964,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,Aswan,,,,
#1142,egnition_sample_4279@egnition.com,,,,,,,,,,,,,,2026-05-06 07:53:36 -0400,1,Thomas and Friends Megabloks Sodar Adventures,42.00,"",TOY54,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MEGA BLOCKS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1142,egnition_sample_4279@egnition.com,,,,,,,,,,,,,,2026-05-06 07:53:36 -0400,1,Gamesir F1 Joystick,78.00,"",TOY29,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NINTENDO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1141,egnition_sample_8789@egnition.com,paid,,unfulfilled,,no,USD,76.99,0.00,0.00,76.99,"",0.00,"",2026-05-06 07:53:33 -0400,1,Hasbro Taboo Board Game,28.00,,TOY20,false,true,pending,Devonte Leuschke,"P.O. Box 879, 8424 Eget Street","P.O. Box 879, 8424 Eget Street",,,Bremerhaven,N27 2TJ,,BD,+8801972548741,Imogene Wiegand,346-7327 Massa St.,346-7327 Massa St.,,,Berlin,77805979 ,,GB,+441212125369,,"",,"","",0.00,HASBRO,76.99,,,,6682751795428,"egnition-sample-data, toys",Low,1608003,0.00,,,,,,,,,,,,,,,,,,,
#1141,egnition_sample_8789@egnition.com,,,,,,,,,,,,,,2026-05-06 07:53:33 -0400,1,Lego Batman Movie - Clayface Splat Attack,32.00,"",TOY02,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,LEGO,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1141,egnition_sample_8789@egnition.com,,,,,,,,,,,,,,2026-05-06 07:53:33 -0400,1,MegaBlocks Halo Brute Chopper Raid,16.99,"",TOY59,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,MEGA BLOCKS,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1140,egnition_sample_8865@egnition.com,refunded,,unfulfilled,,no,USD,110.00,0.00,0.00,110.00,"",0.00,"",2026-05-06 07:37:25 -0400,1,NIKE | CRACKLE PRINT TB TEE - s / blue,40.00,,NK-01-s-blue,false,true,pending,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,Reilly Ebert,1 La Rambla street,1 La Rambla street,,,Barcelona,'08002,B,ES,+34789214892,,"",,"","",0.00,NIKE,110.00,,,,6682737574116,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,,Barcelona,,,,
#1140,egnition_sample_8865@egnition.com,,,,,,,,,,,,,,2026-05-06 07:37:25 -0400,1,NIKE | TODDLER ROSHE ONE - 4 / black,70.00,"",NK-02-4-black,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKE,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1139,egnition_sample_1473@egnition.com,refunded,,unfulfilled,,no,USD,99.95,0.00,0.00,99.95,"",0.00,"",2026-05-06 07:37:22 -0400,1,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON - 5 / red,99.95,,VN-02-5-red,false,true,pending,Lesley Schowalter,10 Cahill Street,10 Cahill Street,,,San Jose,'95156,CA,US,+15123325073,Reilly Ebert,1 La Rambla street,1 La Rambla street,,,Barcelona,'08002,B,ES,+34789214892,,"",,"","",0.00,VANS,99.95,,,,6682737508580,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,California,Barcelona,,,,
#1138,egnition_sample_2521@egnition.com,pending,,unfulfilled,,no,USD,289.95,0.00,0.00,289.95,"",0.00,"",2026-05-06 07:37:19 -0400,1,NIKE | SWOOSH PRO FLAT PEAK CAP - OS / white,30.00,,NK-03-OS-white,false,true,pending,Leonie Ortiz,1 College St,1 College St,,,Sydney,'2000,NSW,AU,+61423455419,Orville Batz,"P.O. Box 550, 344 Et Rd.","P.O. Box 550, 344 Et Rd.",,,Saint-Lo,'46597,,DM,+18094528901,,"",,"","",0.00,NIKE,289.95,,,,6682737443044,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,New South Wales,,,,,
#1138,egnition_sample_2521@egnition.com,,,,,,,,,,,,,,2026-05-06 07:37:19 -0400,1,PALLADIUM | PALLATECH HI TX | CHEVRON - 9 / red,159.95,"","PAL-01
-9-red",false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,PALLADIUM,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1138,egnition_sample_2521@egnition.com,,,,,,,,,,,,,,2026-05-06 07:37:19 -0400,1,CONVERSE | CHUCK TAYLOR ALL STAR LO - 3 / white,100.00,"",C-01-3-white,false,true,pending,,,,,,,,,,,,,,,,,,,,,,,,,,,CONVERSE,,,,,,,,,0.00,,,,,,,,,,,,,,,,,,,
#1137,egnition_sample_2922@egnition.com,pending,,unfulfilled,,no,USD,70.00,0.00,0.00,70.00,"",0.00,"",2026-05-06 07:37:17 -0400,1,NIKE | TODDLER ROSHE ONE - 4 / black,70.00,,NK-02-4-black,false,true,pending,Reilly Ebert,1 La Rambla street,1 La Rambla street,,,Barcelona,'08002,B,ES,+34789214892,Saul Veum,30 Legiendamm street,30 Legiendamm street,,,Berlin,'10117,,DE,+4930902451,,"",,"","",0.00,NIKE,70.00,,,,6682737344740,"clothes, egnition-sample-data",Low,1608003,0.00,,,,,,,,,,,,,,Barcelona,,,,,
