title,body,rating,review_date,source,curated,reviewer_name,reviewer_email,product_id,product_handle,reply,reply_date,picture_urls,ip_address,location,metaobject_handle
Exactly as described,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",4,2026-01-28 07:16:23 UTC,wizard,ok,Cortney Ritchie,egnition_sample_4918@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-95cf0793-b974-4a27-b763-b3bc694c9627
Value for money,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,5,2025-06-22 07:16:23 UTC,wizard,ok,Jamaal Gusikowski,egnition_sample_2295@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-67cfe715-99be-4463-a589-90fda36631e8
Disappointing,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-08-15 07:16:23 UTC,wizard,ok,Jesus Muller,egnition_sample_9039@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-db1d75f9-a478-4f3c-a326-3da690312dcc
Mixed feelings,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2025-07-30 07:16:23 UTC,wizard,ok,Eusebio Heaney,egnition_sample_2484@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-40c71836-df76-48d0-9f4b-8b8f9f0d4eff
Subpar material,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2026-04-27 07:16:23 UTC,wizard,ok,Rex Kertzmann,egnition_sample_4279@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-57b03162-6947-4ecf-a5fa-8559f59f9d56
Disappointing,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,1,2026-03-10 07:16:23 UTC,wizard,ok,Colton Roob,egnition_sample_1089@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-ed98c3aa-e99b-4c6d-b9a1-758704cfae7c
Disappointing,Save your money. There are better alternatives out there. This one started having issues within the first few days.,2,2025-08-08 07:16:23 UTC,wizard,ok,Agustin Tromp,egnition_sample_2521@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-2287182a-fabb-4025-b9d8-6343f9da5eb9
Mixed feelings,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2026-04-17 07:16:23 UTC,wizard,ok,Karine Ruby,karine.ruby@example.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-80c91094-7ad6-469e-ae27-7311699aee44
Could be better,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2026-03-22 07:16:23 UTC,wizard,ok,Jose Treutel,egnition_sample_1884@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-8d3a4429-a636-493f-8ca9-6e030f7fe83f
Surprised by the quality,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",4,2025-06-23 07:16:23 UTC,wizard,ok,Jesus Muller,egnition_sample_9039@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-16ae53a3-081d-46d3-bfcf-fdcdc5ac701c
Value for money,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",4,2026-02-21 07:16:23 UTC,wizard,ok,Thea Goodwin,egnition_sample_4009@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-f4ab5ae4-4f3a-4358-80ad-1ebcefce2c67
Exceeded expectations,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",4,2025-12-24 07:16:23 UTC,wizard,ok,Russell Winfield,russel.winfield@example.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-5a8d1d47-eb4f-4d6f-b561-ed2ecc5a7681
A solid purchase,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point. Only downside was the slightly long shipping time.,4,2026-04-28 07:16:23 UTC,wizard,ok,Darlene Hartmann,egnition_sample_7284@egnition.com,9027392798948.0,converse-toddler-chuck-taylor-all-star-axel-mid,,,,,,review-8bd69138-243f-429f-a737-c39798dce9cf
Actually really good,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",5,2025-10-07 07:16:23 UTC,wizard,ok,Brendon Schneider,egnition_sample_2630@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-b7213a80-7914-4079-be92-924f94a33c76
Poor experience,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-08-04 07:16:23 UTC,wizard,ok,Anahi Von,egnition_sample_7880@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-a373acb6-b153-4541-85b9-7ba428020fc9
Poor experience,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",1,2025-08-17 07:16:23 UTC,wizard,ok,Hertha Rau,egnition_sample_8789@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-512fe7b9-0ba1-4b8b-a6bb-1163d54f740c
Surprised by the quality,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",4,2026-03-11 07:16:23 UTC,wizard,ok,Russell Winfield,russel.winfield@example.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-83e95eba-e651-46f0-935a-d8af1048c9c9
Not worth it,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-11-08 07:16:23 UTC,wizard,ok,Jesus Muller,egnition_sample_9039@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-7aa950b6-32e6-4b9c-8405-8261f63c3723
Mixed feelings,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2026-03-16 07:16:23 UTC,wizard,ok,Dixie Schmeler,egnition_sample_9903@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-728d9002-7691-4ff8-b79e-9be45e4f790b
Poor experience,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",1,2026-02-27 07:16:23 UTC,wizard,ok,Keegan Gutmann,egnition_sample_7358@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-5f7fe984-6ff3-4d57-84e3-455c0e9b3086
Value for money,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",5,2025-06-30 07:16:23 UTC,wizard,ok,Cortney Ritchie,egnition_sample_4918@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-dc0180d3-1ba4-4818-876f-5d1e31e8d980
Subpar material,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2026-02-11 07:16:23 UTC,wizard,ok,Rosie Runolfsdottir,egnition_sample_2403@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-957f336e-5a4f-4733-8c12-cbb172a9a06f
A solid purchase,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,4,2025-08-12 07:16:23 UTC,wizard,ok,Dixie Schmeler,egnition_sample_9903@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-34a4e79f-d235-450e-90c1-1a5784c2afc8
Average quality,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2025-09-12 07:16:23 UTC,wizard,ok,Leonie Ortiz,egnition_sample_3315@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-934a6d39-86f1-429c-afe9-849189962179
Not worth it,"The design is nice, but the description was a bit misleading. it's much smaller than expected and the performance is subpar.",2,2025-08-12 07:16:23 UTC,wizard,ok,Kobe Abernathy,egnition_sample_7144@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-66c3308b-0bfe-4dd3-826b-1c6016334836
Could be better,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2025-08-14 07:16:23 UTC,wizard,ok,Jesus Muller,egnition_sample_9039@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-27f65cb7-4359-481d-a3a6-65758a8cbaf8
Does the job,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2025-08-27 07:16:23 UTC,wizard,ok,Darlene Hartmann,egnition_sample_7284@egnition.com,9027392766180.0,converse-chuck-taylor-all-star-ii-hi,,,,,,review-ae019714-1685-48b9-9018-e8b2c21d1b6c
It is okay,"Shipping was fast, but the item itself is just okay. It fits the description but nothing more.",3,2025-06-18 07:16:23 UTC,wizard,ok,Hertha Rau,egnition_sample_8789@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-34488f41-0c56-496e-8fbe-eb79d0784d6d
Could be better,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2026-03-04 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-6629616c-b8f6-4d8e-a42e-4a0167b490dc
Disappointing,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2026-01-18 07:16:23 UTC,wizard,ok,Erica Pouros,egnition_sample_4182@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-7b2be829-84e4-4e6e-86cf-d6e91978defe
Surprised by the quality,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,5,2025-10-11 07:16:23 UTC,wizard,ok,Jarret Nikolaus,egnition_sample_4453@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-7eb9f812-3f9f-4dfe-acdd-a2cf4a11dc0e
Subpar material,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,1,2025-10-06 07:16:23 UTC,wizard,ok,Hertha Rau,egnition_sample_8789@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-31e74cf9-c1d2-4785-ae6f-f39dcced35f4
Actually really good,Exactly what I was looking for. I've tried other brands before but this one feels much more durable.,5,2026-02-24 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-b9f2dc30-54c0-4ca8-966a-12f17cbfd7b4
Regret this purchase,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2025-08-18 07:16:23 UTC,wizard,ok,Aglae Cassin,egnition_sample_9805@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-e924f735-896c-4f1f-ba8b-c975e4184e37
Value for money,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,4,2026-02-23 07:16:23 UTC,wizard,ok,Alexandrine Veum,egnition_sample_2376@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-b120e5f0-7994-4e34-9cbc-2499d6090ce7
Subpar material,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",2,2025-07-05 07:16:23 UTC,wizard,ok,Darlene Hartmann,egnition_sample_7284@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-dfa82cc5-1696-4983-9749-d8b64334d526
Disappointing,"The design is nice, but honestly, i'm quite disappointed. the material feels much cheaper than the photos suggested and it's already showing wear.",2,2026-05-02 07:16:23 UTC,wizard,ok,Thea Goodwin,egnition_sample_4009@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-7f160369-bc14-447d-9e34-6aeae30100db
Disappointing,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",1,2026-01-03 07:16:23 UTC,wizard,ok,Jamaal Gusikowski,egnition_sample_2295@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-4fbd4ba5-2fab-4654-ae92-3d481dd1fd56
Not worth it,"The design is nice, but i really wanted to like this, but it arrived with a slight defect. customer service was okay, but the product isn't great.",2,2026-02-04 07:16:23 UTC,wizard,ok,Brett Dicki,egnition_sample_8235@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-08c7658e-ce51-421e-b360-52e5d3049a0e
Could be better,"Shipping was fast, but the item itself is just okay. It fits the description but nothing more.",3,2026-04-24 07:16:23 UTC,wizard,ok,Sherman Feest,egnition_sample_1251@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-d0493cf7-2efe-4763-88da-ef0f2cbe96e5
Surprised by the quality,Exactly what I was looking for. I've tried other brands before but this one feels much more durable. Only downside was the slightly long shipping time.,5,2025-09-29 07:16:23 UTC,wizard,ok,Lafayette Rowe,egnition_sample_8385@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-e4702ec5-3180-4089-8352-5d795a6c83da
Regret this purchase,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,1,2026-03-02 07:16:23 UTC,wizard,ok,Rosie Runolfsdottir,egnition_sample_2403@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-010aa021-1fe2-4b70-973e-0aa7529d5eb5
A solid purchase,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,4,2025-11-23 07:16:23 UTC,wizard,ok,Gillian Wilderman,egnition_sample_5781@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-668c58f5-82ea-4d07-826d-c25e82b23b97
Decent enough,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2026-01-30 07:16:23 UTC,wizard,ok,Anahi Von,egnition_sample_7880@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-264b21eb-305d-420e-a125-ebc1eedabc7e
Subpar material,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2025-07-06 07:16:23 UTC,wizard,ok,Kariane Rogahn,egnition_sample_2836@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-8b4113ff-2236-4850-9b11-a3243ed35799
Exceeded expectations,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again. Only downside was the slightly long shipping time.,5,2025-12-17 07:16:23 UTC,wizard,ok,Lafayette Rowe,egnition_sample_8385@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-cfb92eab-6cf1-477d-bc7f-78dfb0be66a9
Exceeded expectations,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,4,2026-02-18 07:16:23 UTC,wizard,ok,Florida Leffler,egnition_sample_1011@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-3b8cdd80-4c75-4843-bddb-aed686d0e01c
Disappointing,Save your money. There are better alternatives out there. This one started having issues within the first few days.,1,2026-01-31 07:16:23 UTC,wizard,ok,Jarret Nikolaus,egnition_sample_4453@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-664ad99c-71d3-4071-afc8-b06240c732ef
Subpar material,"Honestly, I'm quite disappointed. The material feels much cheaper than the photos suggested and it's already showing wear.",2,2026-02-27 07:16:23 UTC,wizard,ok,Florida Leffler,egnition_sample_1011@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-eb98e7a5-aadd-411b-b04b-e88425f7c7a8
Value for money,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,4,2026-03-27 07:16:23 UTC,wizard,ok,Rosie Runolfsdottir,egnition_sample_2403@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-891083fb-bffe-4899-a02a-bbad1df7834a
Subpar material,Save your money. There are better alternatives out there. This one started having issues within the first few days.,2,2026-01-07 07:16:23 UTC,wizard,ok,Thea Goodwin,egnition_sample_4009@egnition.com,9027392733412.0,converse-chuck-taylor-all-star-lo,,,,,,review-0c5fbb63-1d38-4f0e-a7af-912713f75863
Issues from day one,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2026-01-11 07:16:23 UTC,wizard,ok,Lafayette Rowe,egnition_sample_8385@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-dd4b31fa-e2e3-4562-ba32-e20c401f7344
Poor experience,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-12-15 07:16:23 UTC,wizard,ok,Julia Heller,egnition_sample_4950@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-429bef31-42b3-4f2c-9221-755f677062ba
Value for money,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",5,2025-07-01 07:16:23 UTC,wizard,ok,Kacey Shields,egnition_sample_8209@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-8374e46b-0614-4c55-a4c6-ed15d415f2cb
Value for money,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,4,2026-01-04 07:16:23 UTC,wizard,ok,Gillian Wilderman,egnition_sample_5781@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-74368a75-98cc-4834-b430-611d59e1ac01
Disappointing,"The design is nice, but honestly, i'm quite disappointed. the material feels much cheaper than the photos suggested and it's already showing wear.",1,2026-04-01 07:16:23 UTC,wizard,ok,Lisette Sawayn,egnition_sample_2922@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-9d6ed264-bcd8-41c9-b2c4-b2ba8a6e29f9
Exactly as described,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,4,2025-05-21 07:16:23 UTC,wizard,ok,Juliana Bogisich,egnition_sample_1818@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-0b78a16e-d5b8-4c81-9dae-afb84c8fb6ec
Regret this purchase,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,1,2025-11-21 07:16:23 UTC,wizard,ok,Darlene Hartmann,egnition_sample_7284@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-8baa2168-c4ff-4426-b677-d6b972f276e9
Subpar material,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-07-09 07:16:23 UTC,wizard,ok,Lisette Sawayn,egnition_sample_2922@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-8611cf8a-38b4-490a-ad4d-4fbc9612561e
Mixed feelings,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2025-06-04 07:16:23 UTC,wizard,ok,Jose Treutel,egnition_sample_1884@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-d8420a57-1255-4ceb-9981-aeb271c8776e
Value for money,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point. Only downside was the slightly long shipping time.,4,2026-03-02 07:16:23 UTC,wizard,ok,Jose Treutel,egnition_sample_1884@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-3af2c76c-ec0e-4d14-ad6f-a5fd4a8208f5
Issues from day one,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,1,2025-11-23 07:16:23 UTC,wizard,ok,Kariane Rogahn,egnition_sample_2836@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-0cb2cb99-e548-4899-abf7-63477a943fa7
Mixed feelings,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2025-08-23 07:16:23 UTC,wizard,ok,Johnnie Von,egnition_sample_0991@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-e2732c5f-fe20-4892-bc83-0d06aa45144d
Disappointing,"The design is nice, but the description was a bit misleading. it's much smaller than expected and the performance is subpar.",2,2026-02-01 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-f7f444e7-5649-4ac1-9924-321b965d7149
Disappointing,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",2,2026-05-01 07:16:23 UTC,wizard,ok,Hettie Bogisich,egnition_sample_8915@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-bb87e0c5-65d6-4e20-a178-5fde92c26bd2
Could be better,"Good enough, but I feel like it could be a bit more sturdy. I'll keep it, but I'm not totally in love with it.",3,2025-12-20 07:16:23 UTC,wizard,ok,Ralph Gulgowski,egnition_sample_6422@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-effd3c2a-6e27-4062-aa7e-d05bc87be6ea
Issues from day one,"The design is nice, but the description was a bit misleading. it's much smaller than expected and the performance is subpar.",1,2025-11-01 07:16:23 UTC,wizard,ok,Agustin Tromp,egnition_sample_2521@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-0b2eef10-2379-4618-9a89-973201535b7c
Actually really good,Exactly what I was looking for. I've tried other brands before but this one feels much more durable. Only downside was the slightly long shipping time.,4,2026-02-05 07:16:23 UTC,wizard,ok,Mikel Koepp,egnition_sample_4841@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-ef7e4555-0883-4b22-a816-28bc3e6efff0
Surprised by the quality,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",5,2025-09-10 07:16:23 UTC,wizard,ok,Jayce Dickinson,egnition_sample_6604@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-eadc7ca4-e98f-4ba2-852f-5d8269b459cd
Not worth it,The description was a bit misleading. It's much smaller than expected and the performance is subpar.,2,2025-05-26 07:16:23 UTC,wizard,ok,Kacey Shields,egnition_sample_8209@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-9816510e-79da-4528-a211-43970f3876d0
Disappointing,Save your money. There are better alternatives out there. This one started having issues within the first few days.,2,2025-08-31 07:16:23 UTC,wizard,ok,Jose Treutel,egnition_sample_1884@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-3d3b3096-11e1-453f-ad04-ae64532a488e
Disappointing,"The design is nice, but the description was a bit misleading. it's much smaller than expected and the performance is subpar.",1,2025-12-16 07:16:23 UTC,wizard,ok,Anahi Von,egnition_sample_7880@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-16640475-9b8f-4405-a451-ca22c4927906
Regret this purchase,Save your money. There are better alternatives out there. This one started having issues within the first few days.,2,2025-10-19 07:16:23 UTC,wizard,ok,Woodrow Mosciski,egnition_sample_3722@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-6d5b6b6f-4e29-4a26-8878-8b29ecf62ae4
It is okay,"The quality is acceptable, though there are a few minor finishing issues. It does what it's supposed to do.",3,2025-09-11 07:16:23 UTC,wizard,ok,Ralph Gulgowski,egnition_sample_6422@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-5382ae16-941c-4819-9b00-10ecfaa6693d
Value for money,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,4,2025-08-03 07:16:23 UTC,wizard,ok,Aglae Cassin,egnition_sample_9805@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-3a16f7b2-9711-4035-9881-e926a7fdaad9
Decent enough,"It's a decent product for the price, but don't expect anything mind-blowing. It works fine for basic needs.",3,2025-08-05 07:16:23 UTC,wizard,ok,Lisette Sawayn,egnition_sample_2922@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-beec1682-5769-420e-b697-fe32fa749181
Exactly as described,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,4,2025-06-26 07:16:23 UTC,wizard,ok,Kacey Shields,egnition_sample_8209@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-bb36b6dc-f597-498e-92f8-ddc760800ef5
A solid purchase,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,5,2026-04-11 07:16:23 UTC,wizard,ok,Ayumu Hirano,ayumu.hirano@example.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-b7300141-0fbb-4494-b517-235b1b75c8ea
A solid purchase,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again. Only downside was the slightly long shipping time.,5,2025-08-12 07:16:23 UTC,wizard,ok,Keegan Stokes,egnition_sample_0575@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-34e6c47d-915b-46a3-99e3-8a34641740ab
A solid purchase,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",5,2025-06-24 07:16:23 UTC,wizard,ok,Brendon Schneider,egnition_sample_2630@egnition.com,9027392667876.0,dr-martens-cavendish-3-eye-shoe-black,,,,,,review-530b3187-4c03-405f-a772-925341506112
A solid purchase,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch. Only downside was the slightly long shipping time.",4,2025-11-19 07:16:23 UTC,wizard,ok,Jesus Muller,egnition_sample_9039@egnition.com,9027392667876.0,dr-martens-cavendish-3-eye-shoe-black,,,,,,review-817731b0-cef2-4f47-b6ff-c5a6eb490d45
A solid purchase,"I was skeptical at first, but after using it for a week, I'm genuinely impressed. The build quality is top-notch.",5,2026-02-17 07:16:23 UTC,wizard,ok,Jarret Nikolaus,egnition_sample_4453@egnition.com,9027392700644.0,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,,,,,,review-6e278f3e-08c5-4972-9e04-3eb477c74441
Issues from day one,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-06-21 07:16:23 UTC,wizard,ok,Colton Roob,egnition_sample_1089@egnition.com,9027392667876.0,dr-martens-cavendish-3-eye-shoe-black,,,,,,review-2ec0f4a9-2e79-40e0-bf9c-8685b4d25e96
Disappointing,"I really wanted to like this, but it arrived with a slight defect. Customer service was okay, but the product isn't great.",1,2025-11-22 07:16:23 UTC,wizard,ok,Reilly Ebert,egnition_sample_5234@egnition.com,9027392667876.0,dr-martens-cavendish-3-eye-shoe-black,,,,,,review-52258343-a800-4f80-9217-4f44c800be50
A solid purchase,Arrived earlier than expected! It looks great and functions perfectly. Definitely worth the price point.,5,2025-06-30 07:16:23 UTC,wizard,ok,Heloise Murazik,egnition_sample_3331@egnition.com,9027392667876.0,dr-martens-cavendish-3-eye-shoe-black,,,,,,review-9d1b4a5d-5745-4fa6-a583-e9c6c080cee5
Exceeded expectations,Solid product. It has a premium feel to it and the packaging was very secure. Would definitely buy again.,4,2025-11-29 07:16:23 UTC,wizard,ok,Jesus Muller,egnition_sample_9039@egnition.com,9027392667876.0,dr-martens-cavendish-3-eye-shoe-black,,,,,,review-5999787b-90d9-4412-97e6-e13331b9af03
